"","logFC","AveExpr","t","P.Value","adj.P.Val","B","protein","q","-log10p","regulated_q"
"MYBPH",0.582290498540129,14.334843663964,1.20042081130329,0.24136245904876,0.652036201717361,-5.27415272948424,"MYBPH",0.551285857861181,0.617330278131929,""
"ALDH1A2",0.580677932637618,12.0665527200163,2.16520207265054,0.0435213048507737,0.381107134005784,-3.82331476810533,"ALDH1A2",0.32221979815542,1.3612980921473,""
"FMC1",0.580226580778922,12.2575881496573,2.76905788063654,0.0109976955297633,0.237429334558204,-2.74325952937721,"FMC1",0.200742587663969,1.95869830789237,""
"PON2",0.572570750086305,12.3394663797524,1.23326338414187,0.231298896761344,0.651072106742241,-5.14876904984873,"PON2",0.550470731455594,0.635826438701942,""
"TUBB4A",0.566528791450002,11.1723016637956,2.69821238016722,0.0123813143512523,0.245150024154796,-2.88191103189612,"TUBB4A",0.207270303420129,1.90723324988801,""
"TIMM8B",0.566304010452692,11.8650084542337,2.94921804212068,0.00687153063623694,0.219201827295958,-2.37232766653931,"TIMM8B",0.185331530806587,2.16294651289246,""
"UBE2D3",0.550655838928249,13.0318657263095,1.20027199840294,0.241419185797825,0.652036201717361,-5.27431610356345,"UBE2D3",0.551285857861181,0.617228219097699,""
"SDHC",0.540503478658239,13.0076002149267,2.52437148128033,0.018399213656898,0.300137172778148,-3.2213255610797,"SDHC",0.253761030959986,1.73520073741261,""
"NCSTN",0.53729218362451,11.6930021938459,2.10930125353435,0.0452292714166068,0.387621606677845,-3.97718051638523,"NCSTN",0.327727677389842,1.34458040810409,""
"MFAP4",0.535875458858992,13.4724226190988,3.07805446274445,0.00504511019190984,0.218889358575987,-2.10304723726413,"MFAP4",0.185067343655796,2.29712934375496,""
"GAPVD1",0.531365000380276,9.77601434022708,1.20052309180544,0.248924833662282,0.660421208097987,-5.04233360034325,"GAPVD1",0.55837524250507,0.603931774405892,""
"SH3KBP1",0.530040625998906,9.92264438652383,2.20719856914822,0.0393370253501545,0.367389275905071,-3.7634050299934,"SH3KBP1",0.310621575309586,1.40519848434698,""
"NUDT19",0.528906403757972,12.4581003848837,2.83778331587297,0.00894473781644524,0.235483239706918,-2.60117912015826,"NUDT19",0.199097196554174,2.04843238472655,""
"NDUFC1",0.521291613864516,14.4352862006426,1.89565548617919,0.0697649979724391,0.45213388076495,-4.33090936966838,"NDUFC1",0.382271741460231,1.15636241405458,""
"RRAD",0.519687808357247,12.0073557948203,2.6274688305464,0.0145650772765951,0.259616206936626,-3.02147773457856,"RRAD",0.219501222445565,1.83668720683379,""
"MRPS28",0.517736529462555,12.3230952494304,4.26586620188923,0.000255100261702787,0.0676107777552764,0.528939612268031,"MRPS28",0.0571637978340901,3.59328909585505,""
"TPPP3",0.516851568298721,11.3091082101855,3.85087696627178,0.000737845276193052,0.124609046350015,-0.410926858991211,"TPPP3",0.105354894150661,3.13203469880087,""
"PPP4R1",0.510690170407342,10.1181978738044,2.2956000239891,0.0328188053046763,0.346907663436123,-3.61403832498993,"PPP4R1",0.293304709665338,1.48387723251602,""
"HLCS",0.510466732480634,14.859003277207,0.63430295745979,0.533180249936418,0.848710668810555,-5.62660315574419,"HLCS",0.717570877044611,0.273125946097057,""
"DDT",0.490251961518869,16.3326331714737,2.01244229126204,0.0551984497307817,0.421504365449817,-4.14081410230735,"DDT",0.356374991276881,1.25807311942336,""
"CTNND1",0.489835437858266,9.98686196787155,2.13295846454314,0.0464080738554693,0.390726041170241,-3.87560087345169,"CTNND1",0.330352425567637,1.33340645638813,""
"PDPR",0.488666354222117,12.8298120771837,2.35292778962491,0.0269043562346232,0.324254450413583,-3.54355790449481,"PDPR",0.274151791558107,1.57017739525829,""
"COX20",0.488666258601132,11.7383948584141,2.30952495162701,0.0295671697775007,0.334202143429939,-3.62298844634388,"COX20",0.282562401987125,1.52919024493078,""
"LAP3",0.475710526594581,15.2531744059142,4.95980987215952,4.2677687165769e-05,0.031700608927546,2.10813789801503,"LAP3",0.0268023421725891,4.36979912435443,"+"
"DUSP13",0.472182424183792,11.1489714183869,3.07936593786984,0.00502916099089072,0.218889358575987,-2.10028204957823,"DUSP13",0.185067343655796,2.29850446174706,""
"UFSP2",0.471226113370724,11.8611589099885,1.74449598812396,0.112606455225227,0.527394996658444,-4.30076163149864,"UFSP2",0.445903774052372,0.948436712607774,""
"MUSTN1",0.469285410588283,14.5054016305315,2.2402088677549,0.0343217056403817,0.346907663436123,-3.74793405778274,"MUSTN1",0.293304709665338,1.46443113772894,""
"GBE1",0.467441229643279,14.8286979704034,5.43001143178899,1.27923207344441e-05,0.031700608927546,3.16560575477627,"GBE1",0.0268023421725891,4.89305066031146,"+"
"RAPH1",0.466094227774668,12.9314333410558,1.90627188668083,0.0683144444713376,0.448811830840298,-4.31396592023451,"RAPH1",0.37946300302248,1.1654874589693,""
"PYURF",0.464776102755497,12.6011953265605,2.37209666850072,0.0257997757769937,0.319115402755334,-3.50819232140432,"PYURF",0.269806811495029,1.58838406842582,""
"SAE1",0.464246278477338,10.8542449866223,2.76043335230785,0.0112161048315505,0.23837608152972,-2.76381564478937,"SAE1",0.201543046618541,1.9501579402163,""
"MRPS10",0.463866854654579,10.0873032014882,2.45334439246022,0.0262451379907391,0.320637409240051,-3.33071919803851,"MRPS10",0.271093642883206,1.58095113947199,""
"MRPS17",0.46325963745436,12.2719370069182,3.69262676278437,0.00110189942830673,0.137786693455304,-0.765419300455889,"MRPS17",0.116496377506796,2.95785804225794,""
"SLC25A6",0.463149129795477,14.1705862971132,1.60610349280677,0.12149422771255,0.534796142635117,-4.74962413487979,"SLC25A6",0.452161320946486,0.915444355251991,""
"GUF1",0.460655991672294,10.536992579071,3.39470494826342,0.00232334642741062,0.187416045272145,-1.42316405254279,"GUF1",0.158457176185427,2.63388602898773,""
"ACTN3",0.457467580619056,15.4592775790863,1.08018025259827,0.290496587261694,0.696805317379376,-5.40026288938023,"ACTN3",0.589137407005869,0.536858965311932,""
"AGBL1",0.456638789121872,9.40393240111188,1.95042223027052,0.0671432165881777,0.447425863455713,-4.15018305256392,"AGBL1",0.378291190450468,1.1729978571149,""
"TNFAIP2",0.449341738217138,10.2058229236703,2.13585465471916,0.0488054094290006,0.401059363398301,-3.84543839038407,"TNFAIP2",0.339089079136945,1.31153203957584,""
"APOL2",0.446155367962714,9.9117992242185,1.96929506219117,0.0631457466353066,0.438751037305335,-4.1481758339669,"APOL2",0.370956767969766,1.19965589728643,""
"PPT1",0.440766767180408,12.100626061132,2.88294216314347,0.00804160139910535,0.234044361402846,-2.50891650869416,"PPT1",0.197880648672125,2.09465745752747,""
"SF3B2",0.437145876895423,11.679993783214,3.53724933716319,0.00162866848302885,0.161238179819856,-1.11026530175563,"SF3B2",0.136324222562868,2.78816730773781,""
"S100A13",0.435925089064725,12.8344788086286,2.3950552018153,0.0245316517016106,0.313412728491497,-3.46560926219263,"S100A13",0.26498529442993,1.61027321001839,""
"COX7A2L",0.435445893301067,10.4565632092685,1.7909960400052,0.0904103467485494,0.493492536504053,-4.38466520115781,"COX7A2L",0.417239802971331,1.04378186511461,""
"RBM8A",0.43438276030653,11.1405805417769,2.76746365930366,0.0107796303336212,0.237429334558204,-2.74494562818199,"RBM8A",0.200742587663969,1.96739613217537,""
"PSMB8",0.433371212861299,10.5890678905945,2.03814593185475,0.0545156398507626,0.420737639815966,-4.04381874616137,"PSMB8",0.355726737395136,1.26347888622835,""
"ACSS1",0.425866253129144,12.9374935199381,2.7559351493041,0.0108314257614677,0.237429334558204,-2.76664544659133,"ACSS1",0.200742587663969,1.9653143725914,""
"MICU2",0.423285652025807,10.7619183206854,2.85728576188441,0.00875292290790233,0.235483239706918,-2.5653964500114,"MICU2",0.199097196554174,2.05784689660049,""
"ITPA",0.421236878217629,12.1889300878701,2.69965369470443,0.0123401965228562,0.245150024154796,-2.87904779478745,"ITPA",0.207270303420129,1.90867792392414,""
"OVCA2",0.419858319748176,12.3045360003765,4.00818244368508,0.000494028527487858,0.0886472439011026,-0.0560319768000266,"OVCA2",0.0749497831137793,3.30624797218396,""
"ALDOC",0.419115092280796,13.0961255879999,1.52805822621204,0.139203836173522,0.553336627483342,-4.87265719895914,"ALDOC",0.467836995192478,0.856348796291292,""
"MRPL43",0.416486799395582,10.8499428155356,2.98140623413417,0.00636359022492043,0.218889358575987,-2.30550322042708,"MRPL43",0.185067343655796,2.19629779395091,""
"MTDH",0.416419727083273,9.55905436573673,1.69928984846779,0.11184537727462,0.527333961224919,-4.42714613277675,"MTDH",0.445852169599671,0.951381961192851,""
"MYO18B",0.412489417175831,10.8279804226113,1.70443014276086,0.108005499350609,0.523790183506078,-4.46830926667721,"MYO18B",0.442855963967752,0.966554130838804,""
"RPS23",0.41132397255876,10.7435697468806,2.35648693940616,0.0274641954086024,0.324782563245854,-3.51943570578852,"RPS23",0.274598302250335,1.5612331195526,""
"COX11",0.411252888175516,11.2848571185005,2.0252866555037,0.0559252707280595,0.422144914848052,-4.05057671723272,"COX11",0.356916565231791,1.25239190485462,""
"CRYZ",0.410690152202507,15.5370725572273,3.75594551194966,0.000938854608681222,0.134772579076189,-0.623933090104377,"CRYZ",0.113947993495593,3.02740165750637,""
"ATP6V1E1",0.40910044627314,11.5262637581366,3.63146248081622,0.00128561981788501,0.141962096044149,-0.901590001450806,"ATP6V1E1",0.120026611552151,2.89088744152492,""
"ADI1",0.405423265918182,12.6506728548169,3.12095015925807,0.00454780219221529,0.216884143404029,-2.01236490498349,"ADI1",0.183371967289641,2.34219843331975,""
"CES2",0.405081248175597,14.7459026100316,2.400130212399,0.0242591771606995,0.313412728491497,-3.456163350203,"CES2",0.26498529442993,1.61512393391578,""
"SIL1",0.40432705293027,9.28610420063829,1.9578336014556,0.0645655551878366,0.441234524132035,-4.16602584350041,"SIL1",0.373056515134323,1.1899991102,""
"ANKRD2",0.402405460122296,18.0339041101438,1.95376099777752,0.0621435485772325,0.437859528859811,-4.23734161245749,"ANKRD2",0.370203012278155,1.20660395089584,""
"MRPL4",0.400802561493126,11.9315857699347,2.66750322420433,0.0132885641966147,0.252491123667816,-2.94273076303148,"MRPL4",0.213477082019263,1.87652194119221,""
"ARPC1A",0.396201900864714,10.7252998683198,1.88209812258943,0.0746801022471836,0.460099943243914,-4.27831236709252,"ARPC1A",0.38900691594276,1.12679509611453,""
"GSTM1",0.395502619277794,13.0691161971671,0.602901025995668,0.552070490931391,0.856368271280688,-5.77807728422128,"GSTM1",0.724045253675522,0.258005465988217,""
"LMNB1",0.395406841966011,10.3925696403868,0.890220131055806,0.38268562591696,0.759813576768736,-5.52588256124364,"LMNB1",0.64240985144732,0.417157850036239,""
"MRPS9",0.394875753623156,10.3955555782025,1.71344201271286,0.109155661248256,0.527039978405864,-4.38500899329985,"MRPS9",0.445603611973312,0.96195373512553,""
"MCAM",0.392988053474919,10.4440235973727,3.00722776222449,0.00766999873112885,0.229380899552822,-2.35842419312099,"MCAM",0.193937768568502,2.11520470789767,""
"GDPD1",0.392636373818046,12.7717798285352,1.32518346281547,0.200275267145035,0.617355287092941,-5.03303989902347,"GDPD1",0.52196371636079,0.698372680290314,""
"TDRD7",0.390077334657681,12.8850836849959,0.777548240068958,0.444219369048689,0.793624134619025,-5.66334258487495,"TDRD7",0.670996120645517,0.352402509075313,""
"GIGYF2",0.38883580224045,14.3273694899239,1.67158982496729,0.10722823040123,0.521783473698188,-4.67189208857248,"GIGYF2",0.44115932391156,0.969690861159811,""
"HSD17B10",0.385764088018067,13.1872489190985,4.25989870196045,0.000259045125499143,0.0676107777552764,0.515358854630628,"HSD17B10",0.0571637978340901,3.58662457550093,""
"CDC5L",0.38506160659932,13.4653147807099,1.80056946059889,0.083995288068694,0.478473158819882,-4.47955182104016,"CDC5L",0.404541166776974,1.07574507611862,""
"CMC2",0.384657201349931,12.5813205834074,2.48397689486843,0.0201425506854516,0.306641894820313,-3.29842101429213,"CMC2",0.259260666197598,1.69588553485113,""
"GSTM4",0.384490617697585,11.5141768117537,1.25308731585025,0.225616334058566,0.64324180246489,-5.09091320448421,"GSTM4",0.543850338294165,0.64662946171569,""
"DNAJA4",0.384054631913786,12.386851351888,2.73801235455341,0.0112919355931877,0.23837608152972,-2.80256490061867,"DNAJA4",0.201543046618541,1.94723160764192,""
"PRR33",0.383994339781172,12.7329457398211,3.00484121790966,0.00601653754750988,0.218889358575987,-2.25665741989104,"PRR33",0.185067343655796,2.22065336864513,""
"HAX1",0.383269330586744,12.3992948731857,1.97216717195979,0.0603691154204917,0.433299325930579,-4.1954194382281,"HAX1",0.366347435889541,1.2191851877512,""
"GSTT1",0.381763558878252,15.14103759367,1.32776601452553,0.198054029701116,0.617355287092941,-5.07176390228258,"GSTT1",0.52196371636079,0.703216316808518,""
"TAPT1",0.380777585574911,12.323824366157,1.05435634633462,0.31727247000103,0.71625857789844,-4.98545028140556,"TAPT1",0.605584818031826,0.498567610362071,""
"HBD",0.379504282424698,17.1153532299314,1.06477272317588,0.297277265204672,0.703707263036506,-5.41555782768677,"HBD",0.594972888260561,0.52683830295012,""
"HINT2",0.3788877062072,13.3913868202733,4.09920157746956,0.000391345432554335,0.0810604896626105,0.150184978088672,"HINT2",0.0685353074945835,3.40743973052437,""
"MRPL48",0.37802485400233,11.5552783765328,2.42866414009835,0.022778361970781,0.312284697119166,-3.40283536642865,"MRPL48",0.264031562503464,1.64247750995968,""
"ENDOG",0.377490254761392,13.1793096596283,3.16134542195503,0.00412278406873566,0.214477283986952,-1.92652992998014,"ENDOG",0.181337007336497,2.38480941082375,""
"IDI1",0.377134568513119,14.0918220954096,3.29086310078954,0.00300283458116289,0.187416045272145,-1.64864402947372,"IDI1",0.158457176185427,2.52246859136641,""
"RPS7",0.37620890784318,11.6215789626173,1.93927218948037,0.0649961424584552,0.441911769267158,-4.23467610208036,"RPS7",0.373629114729737,1.18711241810669,""
"MRPS34",0.374047359388205,11.2605597375149,2.87790008570567,0.00856605166084661,0.235483239706918,-2.53202293663812,"MRPS34",0.199097196554174,2.06721931075279,""
"TXNRD2",0.372800899371313,12.5474692910252,3.45916502728765,0.00206433783806419,0.187416045272145,-1.30678843548053,"TXNRD2",0.158457176185427,2.68521922700577,""
"HLA-DRB5",0.370615613824544,10.1239274104248,1.60268201890805,0.125761504815797,0.536326375083323,-4.6629337842072,"HLA-DRB5",0.453455107251164,0.900452274665937,""
"RPS29",0.369898746186557,10.2333545226611,2.10813257851022,0.0462713268847263,0.390726041170241,-3.95784373924874,"RPS29",0.330352425567637,1.33468804641642,""
"PLXDC2",0.369049868694598,9.7699956631663,1.2067374112875,0.245401439882514,0.657227177148038,-5.06627286079976,"PLXDC2",0.555674741999669,0.610122893397133,""
"NDUFB1",0.368478664259159,14.44500458288,1.67951581528353,0.105658538101195,0.515893984504304,-4.66039105764241,"NDUFB1",0.436179857903287,0.976095402535852,""
"ATP5ME",0.367626014247282,16.7358182662007,1.63842958184747,0.114009452263388,0.530504274632393,-4.71954616483736,"ATP5ME",0.448532617313962,0.943059140806902,""
"CBR4",0.365909009942554,12.5027076676642,3.05395700546885,0.00534694108855288,0.218889358575987,-2.15377202575546,"CBR4",0.185067343655796,2.27189460083651,""
"SUOX",0.365390393564139,12.9472893630912,3.2916172491182,0.0029972672159134,0.187416045272145,-1.64701469651871,"SUOX",0.158457176185427,2.52327453659277,""
"GSTK1",0.364862078266636,15.2714581794443,3.64361073912675,0.00124688972307495,0.141962096044149,-0.874585652928393,"GSTK1",0.120026611552151,2.90417195452292,""
"C6orf136",0.364109112090638,10.716581481971,1.73275153657089,0.0956097782732349,0.500904513544631,-4.58205128296827,"C6orf136",0.423506507351395,1.01949768896927,""
"NDUFA4",0.363513347326304,16.48917963944,2.17766919598768,0.0391954207711176,0.367389275905071,-3.85857870025918,"NDUFA4",0.310621575309586,1.40676466894901,""
"ARPC5L",0.363496046863332,10.7107796214489,2.30025251409856,0.0309732188471326,0.342015812731222,-3.6250982461498,"ARPC5L",0.289168730550564,1.50901365886968,""
"AK3",0.360445709199899,15.2631493359252,2.11633084994123,0.0445725968281004,0.385803320565911,-3.96510197636259,"AK3",0.326190346461874,1.35093206290146,""
"ETFDH",0.359978932221052,15.0484327328314,3.12627928128621,0.00448941126707214,0.216884143404029,-2.00106516085864,"ETFDH",0.183371967289641,2.34781060782208,""
"ADHFE1",0.358600762827423,15.4387797829875,2.02464131953222,0.0538439434750571,0.417799896532132,-4.12049654151504,"ADHFE1",0.353242923885796,1.26886314033795,""
"IBA57",0.35859347481316,14.1275269287536,4.17909492785135,0.000318822363947907,0.0762782505745368,0.331593057092463,"IBA57",0.0644920031945735,3.49645122241232,""
"MRPL13",0.357000903059811,11.9095865666464,2.86973453337689,0.0082963708069436,0.234044361402846,-2.53596967494635,"MRPL13",0.197880648672125,2.0811118453593,""
"RPS13",0.356832039203741,12.2152415313329,2.24032084013623,0.0343134952815853,0.346907663436123,-3.74773415815241,"RPS13",0.293304709665338,1.46453504107559,""
"AGPS",0.355828806196236,11.2860552331262,3.37596256074618,0.002639581676546,0.187416045272145,-1.5089140513583,"AGPS",0.158457176185427,2.57846489508586,""
"SUGP2",0.354945292982972,13.1218287868334,2.28303448210185,0.0313084452802272,0.342502123504251,-3.67101982381118,"SUGP2",0.28957989829093,1.50433849811233,""
"NAMPT",0.354785351401508,13.3347522089167,4.78904952293443,6.62499664107544e-05,0.031700608927546,1.72056286838549,"NAMPT",0.0268023421725891,4.17881433758176,"+"
"CYB5R1",0.351257387134449,16.5435733552067,3.82681828303707,0.000784371655988231,0.125107279130123,-0.465002171904584,"CYB5R1",0.105776141751443,3.10547810836263,""
"COX6C",0.350038597669361,16.4298270229799,1.62049936788607,0.117823118936185,0.534065797303782,-4.74499933309749,"COX6C",0.451543826010684,0.928769485089702,""
"NTMT1",0.348297919930598,14.9303470588007,3.67507145143267,0.00115182188886357,0.137786693455304,-0.804555356495568,"NTMT1",0.116496377506796,2.93861467253095,""
"DCAF8",0.347675537664857,12.2807939059387,2.92063202370998,0.00735481655817849,0.227050304715381,-2.43140953497309,"DCAF8",0.19196728906,2.13342815485547,""
"BMS1",0.346934840028998,10.9933767745754,1.26913233857238,0.219183637630794,0.638859110292397,-5.09224471987477,"BMS1",0.540144844323599,0.659191869676218,""
"COX6A2",0.346606795029647,16.3565809548178,2.60147700264067,0.0154543097538649,0.268904989717249,-3.07226727348031,"COX6A2",0.2273547351343,1.81095038735137,""
"GNL1",0.346366242782121,10.1102707259828,2.12138814725665,0.0467759240294133,0.392671572773233,-3.89114446802407,"GNL1",0.331997340460287,1.32997762452466,""
"GLRX5",0.344737691348676,13.4797367677156,2.23132818128551,0.0349785808026365,0.348692727376283,-3.76376811217862,"GLRX5",0.294813951794834,1.4561978152715,""
"NIT1",0.342982167425131,13.1834118067849,2.85014369071175,0.00868841675314165,0.235483239706918,-2.5759927455111,"NIT1",0.199097196554174,2.06105935565937,""
"SDHB",0.340934770703349,17.4410301461565,4.09529894446473,0.000395279294767171,0.0810604896626105,0.141332301929972,"SDHB",0.0685353074945835,3.40309593395926,""
"PTCD3",0.340905992071971,13.0818579599468,3.20786260654577,0.00368066667746615,0.204920377390613,-1.82718125911151,"PTCD3",0.173256800382366,2.43407351064127,""
"SEL1L3",0.340905515475299,16.7638317734644,1.40647333541909,0.172040792409625,0.582941479281683,-5.03117293832516,"SEL1L3",0.492867409266904,0.764368565778867,""
"ATP5PO",0.340354087206432,16.1821817710882,2.23798953863305,0.0344848055763456,0.346907663436123,-3.75189482246049,"ATP5PO",0.293304709665338,1.46237221819928,""
"CYC1",0.340353730790252,17.3107583623527,2.36147765089162,0.0264064342025571,0.321240985574329,-3.52780519919717,"CYC1",0.271603956722147,1.57829023986488,""
"HLA-A",0.340067871513211,12.3980778050847,2.77000068856248,0.0104824873009675,0.237429334558204,-2.73837606238128,"HLA-A",0.200742587663969,1.97953565505109,""
"TSTD1",0.339999685794783,10.8156960138634,1.4656093309484,0.159367381115219,0.570057417017177,-4.84048582040491,"TSTD1",0.481974147053062,0.797600564064858,""
"GLS",0.339593383349088,11.0706572969241,1.71401249562888,0.0990503722471665,0.508718459251547,-4.60984242522832,"GLS",0.43011306961124,1.00414388797413,""
"RILP",0.339332570577753,10.5241704159882,1.32137049272069,0.200797560393768,0.617355287092941,-5.04887410869983,"RILP",0.52196371636079,0.697241567990966,""
"CA1",0.337776324081478,17.2006274436391,1.00885105519043,0.322827333650076,0.718478507681682,-5.46939070459805,"CA1",0.607461732061634,0.491029700868077,""
"CNST",0.336406914742,10.5757826601864,2.04122073907792,0.0520503000368878,0.412807766314654,-4.09274710781568,"CNST",0.349022160096533,1.28357676271465,""
"INTU",0.335648457066368,12.336189197203,1.03203384398041,0.313421894922723,0.713307900836498,-5.38291954800446,"INTU",0.603090069226346,0.503870668007888,""
"PPP1R3D",0.33378610173169,10.2812365998172,1.65294733679566,0.117015004152221,0.534065797303782,-4.55574468144499,"PPP1R3D",0.451543826010684,0.931758447632224,""
"NQO2",0.333485117951758,14.4539866284558,0.796786805112966,0.433167278000684,0.784934683711783,-5.64901120894357,"NQO2",0.663649333174016,0.363344357957345,""
"NHLRC2",0.33288075328929,12.5217268732352,3.32551776834213,0.00275706354511722,0.187416045272145,-1.57364563586658,"NHLRC2",0.158457176185427,2.55955322410978,""
"CROCC",0.332700276954339,12.1035015874335,0.738974021538678,0.472394088947317,0.816522233213575,-5.39433247513289,"CROCC",0.69035608546624,0.325695545337997,""
"MRPL12",0.332383631963529,12.9083577026839,2.45021049302793,0.0217158901638675,0.311731603302318,-3.3623232688011,"MRPL12",0.26356393080066,1.6632223636155,""
"GSTZ1",0.332359938552383,13.4292245345388,2.50567757157772,0.0191878288383801,0.306045869972162,-3.25709084906252,"GSTZ1",0.258756737015669,1.71697416423567,""
"DPP3",0.331881756388229,12.8866917000561,2.99848429250845,0.00610884826964458,0.218889358575987,-2.26992311388181,"DPP3",0.185067343655796,2.21404066165379,""
"NDUFAF7",0.331401081737061,12.8322745255272,2.02178711296152,0.0541581919084492,0.419105576736274,-4.12525788671676,"NDUFAF7",0.354346854970507,1.26633584316506,""
"ACADM",0.330372001346458,18.4984561252671,2.65232475699161,0.0137596719417829,0.256519598343239,-2.97265949496677,"ACADM",0.216883090936349,1.86139192042986,""
"UQCRQ",0.329656320297138,15.9162090252399,2.48072359313394,0.0202894143545834,0.306641894820313,-3.30459955719588,"UQCRQ",0.259260666197598,1.6927304885134,""
"GLTP",0.329522133746087,12.164130639656,2.46391833461186,0.021063959140757,0.310126290733915,-3.33644187004264,"GLTP",0.262206665492267,1.67645999633272,""
"GATC",0.328975168223593,10.3370267791111,2.43953514012112,0.0229469662207256,0.312284697119166,-3.373233298839,"GATC",0.264031562503464,1.63927472366442,""
"PGM5",0.328406105135041,15.1574284389553,2.66283837906094,0.0134317168862534,0.252491123667816,-2.95193825321961,"PGM5",0.213477082019263,1.87186847083321,""
"NMNAT1",0.327939169673723,10.0183142063388,1.25707718090441,0.250769350752424,0.661532429834841,-4.6182399321641,"NMNAT1",0.559314762161896,0.600725544446154,""
"CA8",0.327685249398991,14.8332783693123,1.09637477466251,0.283489418347073,0.694280613181982,-5.38397286044337,"CA8",0.587002811233978,0.547463147138773,""
"TSNAX",0.327604551759665,12.6605183757041,2.05316405907321,0.050791274785952,0.406391363855074,-4.07266062648929,"TSNAX",0.343597197609795,1.29421088688479,""
"PARVB",0.327569519294244,11.3921158788316,2.13716881423082,0.042675879058733,0.380504499309386,-3.92913978021258,"PARVB",0.32171028045578,1.36981752430989,""
"HRAS",0.326952670284667,10.9741102842051,0.995270282861099,0.338189721124128,0.728412985967819,-5.17099824120414,"HRAS",0.615861169654135,0.47083959640389,""
"EIF3G",0.325861537500161,11.7931305800684,3.05197800887703,0.00537248321983231,0.218889358575987,-2.15793067476076,"EIF3G",0.185067343655796,2.26982493228987,""
